intervention,date,loss
none,2020-10-07,125.551062035963
none,2020-10-08,123.671184062762
none,2020-10-09,121.894311179314
none,2020-10-10,120.202539362965
none,2020-10-11,118.585707903525
none,2020-10-12,117.045672833095
none,2020-10-13,115.591160354216
none,2020-10-14,114.217713862618
none,2020-10-15,112.902753625157
none,2020-10-16,111.650364947811
none,2020-10-17,110.453777120039
none,2020-10-18,109.318417524018
none,2020-10-19,108.227774482515
none,2020-10-20,107.172964438433
none,2020-10-21,106.159911668075
none,2020-10-22,105.182715443265
none,2020-10-23,104.249033481417
none,2020-10-24,103.344538657248
none,2020-10-25,102.45931033607
none,2020-10-26,101.594162447732
none,2020-10-27,100.759678874284
none,2020-10-28,99.9515000934634
none,2020-10-29,99.1542676834404
none,2020-10-30,98.3698618293973
none,2020-10-31,97.6157198886094
none,2020-11-01,96.8834305641779
none,2020-11-02,96.1667501007605
none,2020-11-03,95.3964847738319
none,2020-11-04,94.6251896562357
none,2020-11-05,93.8850623407656
none,2020-11-06,93.1485138852
none,2020-11-07,92.4179204735051
none,2020-11-08,91.7138527970985
none,2020-11-09,90.9912824442993
none,2020-11-10,90.296416217725
none,2020-11-11,89.5710691095094
none,2020-11-12,88.861495876992
none,2020-11-13,88.1988592622339
none,2020-11-14,87.5774685936655
none,2020-11-15,86.8876030966301
none,2020-11-16,86.1958458605926
none,2020-11-17,85.4837877436171
none,2020-11-18,84.784665892356
none,2020-11-19,84.0649518353882
none,2020-11-20,83.3411368624989
none,2020-11-21,82.6565052007694
none,2020-11-22,81.9391976025432
none,2020-11-23,81.2105490328133
none,2020-11-24,80.4261274455381
none,2020-11-25,79.6217087069308
none,2020-11-26,78.7783358735817
none,2020-11-27,77.9499455790823
none,2020-11-28,77.1360835979887
none,2020-11-29,76.3799313853185
none,2020-11-30,75.6615015130649
none,2020-12-01,74.9979683561708
none,2020-12-02,74.3407474602433
none,2020-12-03,73.6967569288774
none,2020-12-04,73.1334743456062
none,2020-12-05,72.6217963706806
none,2020-12-06,72.0694321578891
none,2020-12-07,71.4007934409905
none,2020-12-08,70.7720415874298
none,2020-12-09,70.1408480925507
none,2020-12-10,69.5019973901338
none,2020-12-11,68.9096288102553
none,2020-12-12,68.3207640883968
none,2020-12-13,67.7394553959495
none,2020-12-14,67.1820007662639
none,2020-12-15,66.4408737918472
none,2020-12-16,65.7532183653058
none,2020-12-17,65.1184894866716
none,2020-12-18,64.4584534027153
none,2020-12-19,63.7573308278563
none,2020-12-20,63.0979787850501
none,2020-12-21,62.5430050783411
none,2020-12-22,62.0106059188499
none,2020-12-23,61.5177818895171
none,2020-12-24,60.9571395591177
none,2020-12-25,60.416261445685
none,2020-12-26,59.7155072129983
none,2020-12-27,59.0227264221994
none,2020-12-28,58.3193492655274
none,2020-12-29,57.6313752815826
none,2020-12-30,56.8789201597329
none,2020-12-31,56.2367795170634
none,2021-01-01,55.5730674119192
none,2021-01-02,54.9733470367254
none,2021-01-03,54.3825698704108
none,2021-01-04,53.7996541863556
none,2021-01-05,53.280347738147
none,2021-01-06,52.5317189205989
none,2021-01-07,51.9067827175633
none,2021-01-08,51.2390258432395
none,2021-01-09,50.5686391885659
none,2021-01-10,49.8047091579052
none,2021-01-11,49.1693143914422
none,2021-01-12,48.5269013857713
none,2021-01-13,47.9308589961604
none,2021-01-14,47.2996347461212
none,2021-01-15,46.4766376438024
none,2021-01-16,45.6889932840639
none,2021-01-17,44.9780078645233
none,2021-01-18,44.1709587613382
none,2021-01-19,43.3504861566586
none,2021-01-20,42.6297313405021
none,2021-01-21,41.8659028285588
none,2021-01-22,41.1721584646692
none,2021-01-23,40.4908135136768
none,2021-01-24,39.7762406141596
none,2021-01-25,38.9055398249512
none,2021-01-26,36.9613278731522
none,2021-01-27,35.2022898718353
none,2021-01-28,33.7370481619768
none,2021-01-29,32.4405966704624
none,2021-01-30,31.2337435085591
none,2021-01-31,30.2505174831382
none,2021-02-01,29.2379445006346
none,2021-02-02,28.2789988205892
none,2021-02-03,27.3733479393215
none,2021-02-04,26.6070514755072
none,2021-02-05,25.8186915899785
none,2021-02-06,25.0031436390579
none,2021-02-07,24.0326532935248
none,2021-02-08,23.2261379808351
none,2021-02-09,22.3795786449752
none,2021-02-10,21.5354905255835
none,2021-02-11,20.8060379776561
none,2021-02-12,20.088885998964
none,2021-02-13,19.3927621824842
none,2021-02-14,18.77740659917
none,2021-02-15,18.1456284342979
none,2021-02-16,17.4763757314566
none,2021-02-17,16.8404028510366
none,2021-02-18,16.2363216987425
none,2021-02-19,15.7113035779061
none,2021-02-20,15.2372968023448
none,2021-02-21,14.7309028187359
none,2021-02-22,14.2563697740611
none,2021-02-23,13.8049300468198
none,2021-02-24,13.2665593406906
none,2021-02-25,12.7842282314936
none,2021-02-26,12.2301058727256
none,2021-02-27,11.2639387454687
none,2021-02-28,10.3378932433067
none,2021-03-01,9.44517666630595
none,2021-03-02,8.48101359130308
none,2021-03-03,7.65739953073306
none,2021-03-04,6.98747621532979
none,2021-03-05,6.23268018673353
none,2021-03-06,5.33568918517985
none,2021-03-07,4.58389240879987
none,2021-03-08,3.91041509433091
none,2021-03-09,3.35597717248984
none,2021-03-10,2.90329825170224
none,2021-03-11,2.33803291736241
none,2021-03-12,2.00508714218094
none,2020-01-31,0.000342219829063821
none,2020-02-01,0.000668010463924501
none,2020-02-02,0.000847483697166684
none,2020-02-03,0.000992412214839774
none,2020-02-04,0.00110905955800304
none,2020-02-05,0.00112417276895252
none,2020-02-06,0.00117827902122583
none,2020-02-07,0.00119157776685852
none,2020-02-08,0.001163701703383
none,2020-02-09,0.00109401621227989
none,2020-02-10,0.000973036674409652
none,2020-02-11,0.000914445203085018
none,2020-02-12,0.000883244238357182
none,2020-02-13,0.000854251376530498
none,2020-02-14,0.000829929693668134
none,2020-02-15,0.000739652153984337
none,2020-02-16,0.0007432307109719
none,2020-02-17,0.000757178759069504
none,2020-02-18,0.000803750646992738
none,2020-02-19,0.000790667924907483
none,2020-02-20,0.000804505174109284
none,2020-02-21,0.000841405998430116
none,2020-02-22,0.000937352082180227
none,2020-02-23,0.00107622183043898
none,2020-02-24,0.00128323505887271
none,2020-02-25,0.00152102787475566
VHI_60_SH_60_30,2020-01-31,0.000532092287416999
VHI_60_SH_60_30,2020-02-01,0.00103309139619113
VHI_60_SH_60_30,2020-02-02,0.00132212892530354
VHI_60_SH_60_30,2020-02-03,0.00155661375426652
VHI_60_SH_60_30,2020-02-04,0.00153448210059768
VHI_60_SH_60_30,2020-02-05,0.00167456071061605
VHI_60_SH_60_30,2020-02-06,0.00175485275092418
VHI_60_SH_60_30,2020-02-07,0.00146219476646248
VHI_60_SH_60_30,2020-02-08,0.00144341780935997
VHI_60_SH_60_30,2020-02-09,0.00141669150246823
VHI_60_SH_60_30,2020-02-10,0.00142455261714065
VHI_60_SH_60_30,2020-02-11,0.00130192704732191
VHI_60_SH_60_30,2020-02-12,0.00134236264678953
VHI_60_SH_60_30,2020-02-13,0.00141955512275289
VHI_60_SH_60_30,2020-02-14,0.00133421293561364
VHI_60_SH_60_30,2020-02-15,0.0014423858508073
VHI_60_SH_60_30,2020-02-16,0.00151564892372302
VHI_60_SH_60_30,2020-02-17,0.00155263930273555
VHI_60_SH_60_30,2020-02-18,0.0018382442577551
VHI_60_SH_60_30,2020-02-19,0.00213794603545985
VHI_60_SH_60_30,2020-02-20,0.00241067809030273
VHI_60_SH_60_30,2020-02-21,0.00267085685951931
VHI_60_SH_60_30,2020-02-22,0.00292064939765359
VHI_60_SH_60_30,2020-02-23,0.00321607559808257
VHI_60_SH_60_30,2020-02-24,0.00344067652038028
VHI_60_SH_60_30,2020-02-25,0.00366209804766218
VHI_60_SH_60_30,2020-02-26,0.00312900285456005
VHI_60_SH_60_30,2020-02-27,0.00465081631102045
VHI_60_SH_60_30,2020-02-28,0.00882194017966553
VHI_60_SH_60_30,2020-02-29,0.0156817184865239
VHI_60_SH_60_30,2020-03-01,0.0246389880504771
VHI_60_SH_60_30,2020-03-02,0.0394685561946437
VHI_60_SH_60_30,2020-03-03,0.0636455458885437
VHI_60_SH_60_30,2020-03-04,0.0999275003463442
VHI_60_SH_60_30,2020-03-05,0.155812050689848
VHI_60_SH_60_30,2020-03-06,0.231171489707105
VHI_60_SH_60_30,2020-03-07,0.336691671514487
VHI_60_SH_60_30,2020-03-08,0.483180396839033
VHI_60_SH_60_30,2020-03-09,0.669419561508545
VHI_60_SH_60_30,2020-03-10,0.928085901196459
VHI_60_SH_60_30,2020-03-11,1.27931089003452
VHI_60_SH_60_30,2020-03-12,1.74636243326889
VHI_60_SH_60_30,2020-03-13,2.35778653604762
VHI_60_SH_60_30,2020-03-14,3.13778374627747
VHI_60_SH_60_30,2020-03-15,4.30407739310095
VHI_60_SH_60_30,2020-03-16,5.67726148016787
VHI_60_SH_60_30,2020-03-17,7.3650972120509
VHI_60_SH_60_30,2020-03-18,9.48891654454887
VHI_60_SH_60_30,2020-03-19,12.1643977341035
VHI_60_SH_60_30,2020-03-20,1221.73075857889
VHI_60_SH_60_30,2020-03-21,2220.47293360132
VHI_60_SH_60_30,2020-03-22,3755.53521657205
VHI_60_SH_60_30,2020-03-23,5772.92860908939
VHI_60_SH_60_30,2020-03-24,8825.41538230986
VHI_60_SH_60_30,2020-03-25,12055.4725178851
VHI_60_SH_60_30,2020-03-26,14976.3994526983
VHI_60_SH_60_30,2020-03-27,17509.0395794078
VHI_60_SH_60_30,2020-03-28,19824.1151099016
VHI_60_SH_60_30,2020-03-29,21742.980838564
VHI_60_SH_60_30,2020-03-30,23440.4166525349
VHI_60_SH_60_30,2020-03-31,25683.0739009482
VHI_60_SH_60_30,2020-04-01,28302.6383421886
VHI_60_SH_60_30,2020-04-02,31442.0280757269
VHI_60_SH_60_30,2020-04-03,34825.6594400427
VHI_60_SH_60_30,2020-04-04,38004.2087964817
VHI_60_SH_60_30,2020-04-05,40747.9949536986
VHI_60_SH_60_30,2020-04-06,43186.4661000388
VHI_60_SH_60_30,2020-04-07,45162.5300082898
VHI_60_SH_60_30,2020-04-08,46919.3123836141
VHI_60_SH_60_30,2020-04-09,48340.7223850486
VHI_60_SH_60_30,2020-04-10,49485.2162429566
VHI_60_SH_60_30,2020-04-11,50404.4501314085
VHI_60_SH_60_30,2020-04-12,51133.5852892267
VHI_60_SH_60_30,2020-04-13,51686.111172978
VHI_60_SH_60_30,2020-04-14,52125.9121827101
VHI_60_SH_60_30,2020-04-15,52468.4014066362
VHI_60_SH_60_30,2020-04-16,52732.1901090201
VHI_60_SH_60_30,2020-04-17,52941.4542624894
VHI_60_SH_60_30,2020-04-18,53107.3406082919
VHI_60_SH_60_30,2020-04-19,52115.8750400291
VHI_60_SH_60_30,2020-04-20,51291.6723050558
VHI_60_SH_60_30,2020-04-21,49896.9920599682
VHI_60_SH_60_30,2020-04-22,47996.7518174412
VHI_60_SH_60_30,2020-04-23,45042.0361618669
VHI_60_SH_60_30,2020-04-24,41893.7936951488
VHI_60_SH_60_30,2020-04-25,39040.8423521463
VHI_60_SH_60_30,2020-04-26,36564.355377006
VHI_60_SH_60_30,2020-04-27,34295.4749149991
VHI_60_SH_60_30,2020-04-28,32414.3956107436
VHI_60_SH_60_30,2020-04-29,30747.6749462357
VHI_60_SH_60_30,2020-04-30,28529.8212867141
VHI_60_SH_60_30,2020-05-01,25930.2099814067
VHI_60_SH_60_30,2020-05-02,22806.8051238108
VHI_60_SH_60_30,2020-05-03,19435.935178259
VHI_60_SH_60_30,2020-05-04,16267.5433686155
VHI_60_SH_60_30,2020-05-05,13531.8476376089
VHI_60_SH_60_30,2020-05-06,11099.8283998231
VHI_60_SH_60_30,2020-05-07,9123.41482905907
VHI_60_SH_60_30,2020-05-08,7364.18560951238
VHI_60_SH_60_30,2020-05-09,5938.27453237942
VHI_60_SH_60_30,2020-05-10,4784.74404730358
VHI_60_SH_60_30,2020-05-11,3853.06297118466
VHI_60_SH_60_30,2020-05-12,3101.57297389172
VHI_60_SH_60_30,2020-05-13,2496.11465941143
VHI_60_SH_60_30,2020-05-14,2008.79754020302
VHI_60_SH_60_30,2020-05-15,1616.91247472254
VHI_60_SH_60_30,2020-05-16,1302.02067026137
VHI_60_SH_60_30,2020-05-17,1049.1817985056
VHI_60_SH_60_30,2020-05-18,846.324293388887
VHI_60_SH_60_30,2020-05-19,683.686352181239
VHI_60_SH_60_30,2020-05-20,553.378053647417
VHI_60_SH_60_30,2020-05-21,449.062958150752
VHI_60_SH_60_30,2020-05-22,365.634865681933
VHI_60_SH_60_30,2020-05-23,298.997822734984
VHI_60_SH_60_30,2020-05-24,245.837387121751
VHI_60_SH_60_30,2020-05-25,203.492160424861
VHI_60_SH_60_30,2020-05-26,169.832816790389
VHI_60_SH_60_30,2020-05-27,143.136018534642
VHI_60_SH_60_30,2020-05-28,122.043318863336
VHI_60_SH_60_30,2020-05-29,105.437969887909
VHI_60_SH_60_30,2020-05-30,92.4366510132101
VHI_60_SH_60_30,2020-05-31,82.317092736974
VHI_60_SH_60_30,2020-06-01,74.4969764788329
VHI_60_SH_60_30,2020-06-02,68.5416874110083
VHI_60_SH_60_30,2020-06-03,64.077051662937
VHI_60_SH_60_30,2020-06-04,60.8051239727569
VHI_60_SH_60_30,2020-06-05,58.4961948029938
VHI_60_SH_60_30,2020-06-06,56.9332167242681
VHI_60_SH_60_30,2020-06-07,55.9843185121241
VHI_60_SH_60_30,2020-06-08,55.5167605808778
VHI_60_SH_60_30,2020-06-09,55.4285671948556
VHI_60_SH_60_30,2020-06-10,55.6432797253454
VHI_60_SH_60_30,2020-06-11,56.1250481614405
VHI_60_SH_60_30,2020-06-12,56.8135975447375
VHI_60_SH_60_30,2020-06-13,57.6715089724896
VHI_60_SH_60_30,2020-06-14,58.6795230167304
VHI_60_SH_60_30,2020-06-15,59.806578101936
VHI_60_SH_60_30,2020-06-16,61.0450624713117
VHI_60_SH_60_30,2020-06-17,62.3904111061993
VHI_60_SH_60_30,2020-06-18,63.8377333581378
VHI_60_SH_60_30,2020-06-19,65.3846117864981
VHI_60_SH_60_30,2020-06-20,67.0264792438066
VHI_60_SH_60_30,2020-06-21,68.7906661378507
VHI_60_SH_60_30,2020-06-22,70.6752752617606
VHI_60_SH_60_30,2020-06-23,72.6594677595943
VHI_60_SH_60_30,2020-06-24,74.7608069206812
VHI_60_SH_60_30,2020-06-25,76.9823780596552
VHI_60_SH_60_30,2020-06-26,79.3459736785164
VHI_60_SH_60_30,2020-06-27,81.8174065707756
VHI_60_SH_60_30,2020-06-28,84.4417401721181
VHI_60_SH_60_30,2020-06-29,87.2214756767594
VHI_60_SH_60_30,2020-06-30,90.195381046716
VHI_60_SH_60_30,2020-07-01,93.3416878328597
VHI_60_SH_60_30,2020-07-02,96.6627006349603
VHI_60_SH_60_30,2020-07-03,100.151544576754
VHI_60_SH_60_30,2020-07-04,103.806502596353
VHI_60_SH_60_30,2020-07-05,107.671483484705
VHI_60_SH_60_30,2020-07-06,111.737662563695
VHI_60_SH_60_30,2020-07-07,116.016520650591
VHI_60_SH_60_30,2020-07-08,120.516730172586
VHI_60_SH_60_30,2020-07-09,125.260261819922
VHI_60_SH_60_30,2020-07-10,130.233773649069
VHI_60_SH_60_30,2020-07-11,135.431927533131
VHI_60_SH_60_30,2020-07-12,140.843128855269
VHI_60_SH_60_30,2020-07-13,146.510312122579
VHI_60_SH_60_30,2020-07-14,152.437129457307
VHI_60_SH_60_30,2020-07-15,158.617315845027
VHI_60_SH_60_30,2020-07-16,165.053596794546
VHI_60_SH_60_30,2020-07-17,171.739034225473
VHI_60_SH_60_30,2020-07-18,178.696375881973
VHI_60_SH_60_30,2020-07-19,185.924220258012
VHI_60_SH_60_30,2020-07-20,193.373565012713
VHI_60_SH_60_30,2020-07-21,201.11306292744
VHI_60_SH_60_30,2020-07-22,209.133083043379
VHI_60_SH_60_30,2020-07-23,217.433241089679
VHI_60_SH_60_30,2020-07-24,225.976431066625
VHI_60_SH_60_30,2020-07-25,234.761140751283
VHI_60_SH_60_30,2020-07-26,243.804838377093
VHI_60_SH_60_30,2020-07-27,253.079133866731
VHI_60_SH_60_30,2020-07-28,262.566342463743
VHI_60_SH_60_30,2020-07-29,272.280044664484
VHI_60_SH_60_30,2020-07-30,282.217606923754
VHI_60_SH_60_30,2020-07-31,292.304411248208
VHI_60_SH_60_30,2020-08-01,302.547219837489
VHI_60_SH_60_30,2020-08-02,312.916433590733
VHI_60_SH_60_30,2020-08-03,323.385657208843
VHI_60_SH_60_30,2020-08-04,333.892495731684
VHI_60_SH_60_30,2020-08-05,344.460486320393
VHI_60_SH_60_30,2020-08-06,355.01667185852
VHI_60_SH_60_30,2020-08-07,365.551664085394
VHI_60_SH_60_30,2020-08-08,376.067020712008
VHI_60_SH_60_30,2020-08-09,386.534206267749
VHI_60_SH_60_30,2020-08-10,396.953082734208
VHI_60_SH_60_30,2020-08-11,407.165982225122
VHI_60_SH_60_30,2020-08-12,417.189437684549
VHI_60_SH_60_30,2020-08-13,426.997130581751
VHI_60_SH_60_30,2020-08-14,436.59728330242
VHI_60_SH_60_30,2020-08-15,445.928443099589
VHI_60_SH_60_30,2020-08-16,454.996511632454
VHI_60_SH_60_30,2020-08-17,463.731842109287
VHI_60_SH_60_30,2020-08-18,472.123520409911
VHI_60_SH_60_30,2020-08-19,480.153129432846
VHI_60_SH_60_30,2020-08-20,487.762207438737
VHI_60_SH_60_30,2020-08-21,494.956903038558
VHI_60_SH_60_30,2020-08-22,501.717462835022
VHI_60_SH_60_30,2020-08-23,508.034198239424
VHI_60_SH_60_30,2020-08-24,513.911097873266
VHI_60_SH_60_30,2020-08-25,519.343753352873
VHI_60_SH_60_30,2020-08-26,524.35395441861
VHI_60_SH_60_30,2020-08-27,528.943174099878
VHI_60_SH_60_30,2020-08-28,533.101131921376
VHI_60_SH_60_30,2020-08-29,536.877534545014
VHI_60_SH_60_30,2020-08-30,540.267048518449
VHI_60_SH_60_30,2020-08-31,543.267334028715
VHI_60_SH_60_30,2020-09-01,545.888530043001
VHI_60_SH_60_30,2020-09-02,548.141390572457
VHI_60_SH_60_30,2020-09-03,550.106060650508
VHI_60_SH_60_30,2020-09-04,551.797538196061
VHI_60_SH_60_30,2020-09-05,553.222712127487
VHI_60_SH_60_30,2020-09-06,554.511440276013
VHI_60_SH_60_30,2020-09-07,555.868893042244
VHI_60_SH_60_30,2020-09-08,557.455761790949
VHI_60_SH_60_30,2020-09-09,559.322100214859
VHI_60_SH_60_30,2020-09-10,561.548223677823
VHI_60_SH_60_30,2020-09-11,564.190195257782
VHI_60_SH_60_30,2020-09-12,567.444795423524
VHI_60_SH_60_30,2020-09-13,571.672881369002
VHI_60_SH_60_30,2020-09-14,577.007821871528
VHI_60_SH_60_30,2020-09-15,583.602202140441
VHI_60_SH_60_30,2020-09-16,591.62617678704
VHI_60_SH_60_30,2020-09-17,601.151246350195
VHI_60_SH_60_30,2020-09-18,612.269275062923
VHI_60_SH_60_30,2020-09-19,625.13284233784
VHI_60_SH_60_30,2020-09-20,639.747394793728
VHI_60_SH_60_30,2020-09-21,656.18956752407
VHI_60_SH_60_30,2020-09-22,674.481081386966
VHI_60_SH_60_30,2020-09-23,694.7300971392
VHI_60_SH_60_30,2020-09-24,716.909150732308
VHI_60_SH_60_30,2020-09-25,741.134594188495
VHI_60_SH_60_30,2020-09-26,767.485690456085
VHI_60_SH_60_30,2020-09-27,796.054083975665
VHI_60_SH_60_30,2020-09-28,826.855293697722
VHI_60_SH_60_30,2020-09-29,859.979758951145
VHI_60_SH_60_30,2020-09-30,895.572721660989
VHI_60_SH_60_30,2020-10-01,933.737994578991
VHI_60_SH_60_30,2020-10-02,974.522974395162
VHI_60_SH_60_30,2020-10-03,1018.00171862069
VHI_60_SH_60_30,2020-10-04,1064.29517116511
VHI_60_SH_60_30,2020-10-05,1113.48787548973
VHI_60_SH_60_30,2020-10-06,1165.56195481819
VHI_60_SH_60_30,2020-10-07,1220.61329791698
VHI_60_SH_60_30,2020-10-08,1278.5674485912
VHI_60_SH_60_30,2020-10-09,1339.31639294332
VHI_60_SH_60_30,2020-10-10,1402.93216804068
VHI_60_SH_60_30,2020-10-11,1469.19919944261
VHI_60_SH_60_30,2020-10-12,1538.03065079374
VHI_60_SH_60_30,2020-10-13,1609.15512478865
VHI_60_SH_60_30,2020-10-14,1682.41793028983
