sector,short,date,loss
11,agriculture,2020-03-20,18.5282783959039
11,agriculture,2020-03-21,35.8024639644992
11,agriculture,2020-03-22,54.9498542528016
11,agriculture,2020-03-23,79.2698844847278
11,agriculture,2020-03-24,114.713331183689
11,agriculture,2020-03-25,158.629281488783
11,agriculture,2020-03-26,206.556229633197
11,agriculture,2020-03-27,251.748238792454
11,agriculture,2020-03-28,296.059933483168
11,agriculture,2020-03-29,334.782198680887
11,agriculture,2020-03-30,369.55598529832
11,agriculture,2020-03-31,403.186275415853
11,agriculture,2020-04-01,438.789695306267
11,agriculture,2020-04-02,478.618292991669
11,agriculture,2020-04-03,520.658876588345
11,agriculture,2020-04-04,557.805638142522
11,agriculture,2020-04-05,587.107579025629
11,agriculture,2020-04-06,614.848857846463
11,agriculture,2020-04-07,639.323411637397
11,agriculture,2020-04-08,660.62075346875
11,agriculture,2020-04-09,678.863334124616
11,agriculture,2020-04-10,694.046156261735
11,agriculture,2020-04-11,706.432872582951
11,agriculture,2020-04-12,716.393570736878
11,agriculture,2020-04-13,724.317825680273
11,agriculture,2020-04-14,730.571225444222
11,agriculture,2020-04-15,735.472985041713
11,agriculture,2020-04-16,739.290315001303
11,agriculture,2020-04-17,742.248692513961
11,agriculture,2020-04-18,744.532573208316
11,agriculture,2020-04-19,746.29000994386
11,agriculture,2020-04-20,747.638119736663
11,agriculture,2020-04-21,748.66953813045
11,agriculture,2020-04-22,749.457129279738
11,agriculture,2020-04-23,750.057597013936
11,agriculture,2020-04-24,750.51485683134
11,agriculture,2020-04-25,750.862800429814
11,agriculture,2020-04-26,751.127461552423
11,agriculture,2020-04-27,751.328707427685
11,agriculture,2020-04-28,751.481799657935
11,agriculture,2020-04-29,751.598308027849
11,agriculture,2020-04-30,751.68707802295
11,agriculture,2020-05-01,751.754854916714
11,agriculture,2020-05-02,751.80667356268
11,agriculture,2020-05-03,751.846390059881
11,agriculture,2020-05-04,741.733950303322
11,agriculture,2020-05-05,730.735931077565
11,agriculture,2020-05-06,718.169677350149
11,agriculture,2020-05-07,701.795567866815
11,agriculture,2020-05-08,678.451606545933
11,agriculture,2020-05-09,645.675856768504
11,agriculture,2020-05-10,605.245466102765
11,agriculture,2020-05-11,565.128413504188
11,agriculture,2020-05-12,524.277729976689
11,agriculture,2020-05-13,487.936470114097
11,agriculture,2020-05-14,454.816840823974
11,agriculture,2020-05-15,422.34809617955
11,agriculture,2020-05-16,387.569709943642
11,agriculture,2020-05-17,348.333724301866
11,agriculture,2020-05-18,306.723846415032
11,agriculture,2020-05-19,264.921399496231
11,agriculture,2020-05-20,225.857954992948
11,agriculture,2020-05-21,188.671402661226
11,agriculture,2020-05-22,156.205487279163
11,agriculture,2020-05-23,127.722778325833
11,agriculture,2020-05-24,103.3993322426
11,agriculture,2020-05-25,83.0833782229056
11,agriculture,2020-05-26,66.3839535595323
11,agriculture,2020-05-27,52.8190283211943
11,agriculture,2020-05-28,41.8981069478247
11,agriculture,2020-05-29,33.1650900287172
11,agriculture,2020-05-30,26.2179203237495
11,agriculture,2020-05-31,20.7129441457619
11,agriculture,2020-06-01,16.3636776858195
11,agriculture,2020-06-02,12.9348630136355
11,agriculture,2020-06-03,10.2361104734078
11,agriculture,2020-06-04,8.11452915391505
11,agriculture,2020-06-05,6.4478190329808
11,agriculture,2020-06-06,5.13880054322359
11,agriculture,2020-06-07,4.11112229363006
11,agriculture,2020-06-08,3.30431174768496
11,agriculture,2020-06-09,2.6709056661496
11,agriculture,2020-06-10,2.17339220148057
11,agriculture,2020-06-11,1.78272150222748
11,agriculture,2020-06-12,1.47545781381269
11,agriculture,2020-06-13,1.23416785947687
11,agriculture,2020-06-14,1.04438650967683
11,agriculture,2020-06-15,0.89573120206505
11,agriculture,2020-06-16,0.779194824856654
11,agriculture,2020-06-17,0.68762328466745
11,agriculture,2020-06-18,0.615955855486734
11,agriculture,2020-06-19,0.56041978689332
11,agriculture,2020-06-20,0.517695426342996
11,agriculture,2020-06-21,0.484411823496447
11,agriculture,2020-06-22,0.458704043284076
11,agriculture,2020-06-23,0.439215416947287
11,agriculture,2020-06-24,0.424528419740824
11,agriculture,2020-06-25,0.413191300659106
11,agriculture,2020-06-26,0.404829515933383
11,agriculture,2020-06-27,0.39902721637605
11,agriculture,2020-06-28,0.395724475762553
11,agriculture,2020-06-29,0.393859306034731
11,agriculture,2020-06-30,0.393173709165446
11,agriculture,2020-07-01,0.393346274239063
11,agriculture,2020-07-02,0.394142901615014
11,agriculture,2020-07-03,0.39565218415555
11,agriculture,2020-07-04,0.397338245499221
11,agriculture,2020-07-05,0.399077524798457
11,agriculture,2020-07-06,0.401137238245543
11,agriculture,2020-07-07,0.4032716445835
11,agriculture,2020-07-08,0.405209503735375
11,agriculture,2020-07-09,0.407408533437869
11,agriculture,2020-07-10,0.410082660592347
11,agriculture,2020-07-11,0.413237675482029
11,agriculture,2020-07-12,0.416548791342349
11,agriculture,2020-07-13,0.42003146725353
11,agriculture,2020-07-14,0.423199308450897
11,agriculture,2020-07-15,0.426279400115885
11,agriculture,2020-07-16,0.42946634540893
11,agriculture,2020-07-17,0.433032873344482
11,agriculture,2020-07-18,0.436819029306257
11,agriculture,2020-07-19,0.440151394420381
11,agriculture,2020-07-20,0.443206584375229
11,agriculture,2020-07-21,0.446278951304248
11,agriculture,2020-07-22,0.449172659716091
11,agriculture,2020-07-23,0.45193377301822
11,agriculture,2020-07-24,0.454934784978888
11,agriculture,2020-07-25,0.457890520334313
11,agriculture,2020-07-26,0.460863185058731
11,agriculture,2020-07-27,0.463949472493365
11,agriculture,2020-07-28,0.466541088334992
11,agriculture,2020-07-29,0.469378304495615
11,agriculture,2020-07-30,0.472025682006595
11,agriculture,2020-07-31,0.474824810676685
11,agriculture,2020-08-01,0.477096868132173
11,agriculture,2020-08-02,0.479214778442274
11,agriculture,2020-08-03,0.48123654561608
11,agriculture,2020-08-04,0.484069788518494
11,agriculture,2020-08-05,0.486854118701429
11,agriculture,2020-08-06,0.489461730525671
11,agriculture,2020-08-07,0.491886435296289
11,agriculture,2020-08-08,0.493878118887099
11,agriculture,2020-08-09,0.496089982415536
11,agriculture,2020-08-10,0.498069757357493
11,agriculture,2020-08-11,0.499753517310975
11,agriculture,2020-08-12,0.501315220686205
11,agriculture,2020-08-13,0.503086678033396
11,agriculture,2020-08-14,0.504777335583901
11,agriculture,2020-08-15,0.506988222936188
11,agriculture,2020-08-16,0.509378298996082
11,agriculture,2020-08-17,0.511976745786415
11,agriculture,2020-08-18,0.514243940444895
11,agriculture,2020-08-19,0.51661912720731
11,agriculture,2020-08-20,0.518998031676867
11,agriculture,2020-08-21,0.522099298618483
11,agriculture,2020-08-22,0.52528404223574
11,agriculture,2020-08-23,0.528644830859025
11,agriculture,2020-08-24,0.532091668927967
11,agriculture,2020-08-25,0.536273364630338
11,agriculture,2020-08-26,0.540832667851422
11,agriculture,2020-08-27,0.545433845041853
11,agriculture,2020-08-28,0.550298141263436
11,agriculture,2020-08-29,0.555957564297476
11,agriculture,2020-08-30,0.561348888643678
11,agriculture,2020-08-31,0.566440197955322
11,agriculture,2020-09-01,0.571549218576987
11,agriculture,2020-09-02,0.576626285958426
11,agriculture,2020-09-03,0.581896521487315
11,agriculture,2020-09-04,0.587506252244288
11,agriculture,2020-09-05,0.593494231853599
11,agriculture,2020-09-06,0.600323490840679
11,agriculture,2020-09-07,0.607947054813392
11,agriculture,2020-09-08,0.61623039935937
11,agriculture,2020-09-09,0.624808501924161
11,agriculture,2020-09-10,0.634493633122424
11,agriculture,2020-09-11,0.644337882717456
11,agriculture,2020-09-12,0.655017742249401
11,agriculture,2020-09-13,0.666540915928394
11,agriculture,2020-09-14,0.678833076656516
11,agriculture,2020-09-15,0.692202777617847
11,agriculture,2020-09-16,0.706455436039562
11,agriculture,2020-09-17,0.722086807070017
11,agriculture,2020-09-18,0.739183934937153
11,agriculture,2020-09-19,0.757242935236269
11,agriculture,2020-09-20,0.77649427957224
11,agriculture,2020-09-21,0.796787442902306
11,agriculture,2020-09-22,0.818604223309969
11,agriculture,2020-09-23,0.841786242632228
11,agriculture,2020-09-24,0.865947900863818
11,agriculture,2020-09-25,0.891878130721921
11,agriculture,2020-09-26,0.918896124598962
11,agriculture,2020-09-27,0.947780596529147
11,agriculture,2020-09-28,0.978936566749987
11,agriculture,2020-09-29,1.01212636814138
11,agriculture,2020-09-30,1.04693590961971
11,agriculture,2020-10-01,1.08426555302893
11,agriculture,2020-10-02,1.12364909329253
11,agriculture,2020-10-03,1.16534012794017
11,agriculture,2020-10-04,1.20931806202999
11,agriculture,2020-10-05,1.25639597650764
11,agriculture,2020-10-06,1.30634800302847
11,agriculture,2020-10-07,1.35871285479244
11,agriculture,2020-10-08,1.41313550661203
11,agriculture,2020-10-09,1.47119102238743
11,agriculture,2020-10-10,1.53243020840265
11,agriculture,2020-10-11,1.59798833964641
11,agriculture,2020-10-12,1.66707129297832
11,agriculture,2020-10-13,1.74013236321187
11,agriculture,2020-10-14,1.81737056563662
11,agriculture,2020-10-15,1.89818537153435
11,agriculture,2020-10-16,1.9839364828458
11,agriculture,2020-10-17,2.07340575431343
11,agriculture,2020-10-18,2.16781068368279
11,agriculture,2020-10-19,2.26747375836629
11,agriculture,2020-10-20,2.37145254767978
11,agriculture,2020-10-21,2.48019566742936
11,agriculture,2020-10-22,2.59424278627523
11,agriculture,2020-10-23,2.71245282535039
11,agriculture,2020-10-24,2.8358659644478
11,agriculture,2020-10-25,2.96364336505614
11,agriculture,2020-10-26,3.09638806100624
11,agriculture,2020-10-27,3.23287107713963
11,agriculture,2020-10-28,3.37353031876723
11,agriculture,2020-10-29,3.51843003214854
11,agriculture,2020-10-30,3.66570935486655
11,agriculture,2020-10-31,3.81508817068016
11,agriculture,2020-11-01,3.96765957747977
11,agriculture,2020-11-02,4.12388881410442
11,agriculture,2020-11-03,4.28198738335079
11,agriculture,2020-11-04,4.44191466694646
11,agriculture,2020-11-05,4.60453627030577
11,agriculture,2020-11-06,4.76828099059568
11,agriculture,2020-11-07,4.93224105806267
11,agriculture,2020-11-08,5.09768231413089
11,agriculture,2020-11-09,5.26301284429816
11,agriculture,2020-11-10,5.42794517001231
11,agriculture,2020-11-11,5.5913824475069
11,agriculture,2020-11-12,5.75389699683035
11,agriculture,2020-11-13,5.91536856002179
11,agriculture,2020-11-14,6.07671332821832
11,agriculture,2020-11-15,6.23592223378236
11,agriculture,2020-11-16,6.39226846358265
11,agriculture,2020-11-17,6.54548415191295
11,agriculture,2020-11-18,6.69669154348772
11,agriculture,2020-11-19,6.8441917304287
11,agriculture,2020-11-20,6.98906881520228
11,agriculture,2020-11-21,7.13217777342685
11,agriculture,2020-11-22,7.2708988972865
11,agriculture,2020-11-23,7.40555630542213
11,agriculture,2020-11-24,7.53710865646328
11,agriculture,2020-11-25,7.66473232382751
11,agriculture,2020-11-26,7.79003121206026
11,agriculture,2020-11-27,7.9107225932921
11,agriculture,2020-11-28,8.02774224837288
11,agriculture,2020-11-29,8.14006751327324
11,agriculture,2020-11-30,8.24718378276917
11,agriculture,2020-12-01,8.35026945828976
11,agriculture,2020-12-02,8.44927677025173
11,agriculture,2020-12-03,8.54381237759514
11,agriculture,2020-12-04,8.63310326944942
11,agriculture,2020-12-05,8.71823778032858
11,agriculture,2020-12-06,8.80001230702749
11,agriculture,2020-12-07,8.87888254761953
11,agriculture,2020-12-08,8.9528907709928
11,agriculture,2020-12-09,9.02272231429122
11,agriculture,2020-12-10,9.08903472393426
11,agriculture,2020-12-11,9.15258449751405
11,agriculture,2020-12-12,9.21297268588132
11,agriculture,2020-12-13,9.27006805925383
11,agriculture,2020-12-14,9.32463962657336
11,agriculture,2020-12-15,9.3773732942803
11,agriculture,2020-12-16,9.4287217800999
11,agriculture,2020-12-17,9.47806477603279
11,agriculture,2020-12-18,9.52570036413724
11,agriculture,2020-12-19,9.57000056378823
11,agriculture,2020-12-20,9.61266656249755
11,agriculture,2020-12-21,9.65300378581437
11,agriculture,2020-12-22,9.69223236797078
11,agriculture,2020-12-23,9.73022152527812
11,agriculture,2020-12-24,9.76572969121415
11,agriculture,2020-12-25,9.80024849029485
11,agriculture,2020-12-26,9.83464681986879
11,agriculture,2020-12-27,9.86820549795718
11,agriculture,2020-12-28,9.90343572740238
11,agriculture,2020-12-29,9.93774363001416
11,agriculture,2020-12-30,9.97129472753253
11,agriculture,2020-12-31,10.0043263528726
11,agriculture,2021-01-01,10.0387866974165
11,agriculture,2021-01-02,10.0723267982192
11,agriculture,2021-01-03,10.1066321679821
11,agriculture,2021-01-04,10.1422927668181
11,agriculture,2021-01-05,10.1794613761276
11,agriculture,2021-01-06,10.2166394886049
11,agriculture,2021-01-07,10.2543552674949
11,agriculture,2021-01-08,10.29245517279
11,agriculture,2021-01-09,10.3305997933115
11,agriculture,2021-01-10,10.3700298080461
11,agriculture,2021-01-11,10.4088397263897
11,agriculture,2021-01-12,10.4468527597565
11,agriculture,2021-01-13,10.4856073882644
11,agriculture,2021-01-14,10.5224862198187
11,agriculture,2021-01-15,10.5584373202292
11,agriculture,2021-01-16,10.5938690874349
11,agriculture,2021-01-17,10.627944720815
11,agriculture,2021-01-18,10.6612446029891
11,agriculture,2021-01-19,10.6947041636576
11,agriculture,2021-01-20,10.7273050640241
11,agriculture,2021-01-21,10.7583986994288
11,agriculture,2021-01-22,10.7855617404798
11,agriculture,2021-01-23,10.8113232086042
11,agriculture,2021-01-24,10.8342707564778
11,agriculture,2021-01-25,10.8570348334811
11,agriculture,2021-01-26,10.5615483835663
11,agriculture,2021-01-27,10.2580462635085
11,agriculture,2021-01-28,9.97248289257188
11,agriculture,2021-01-29,9.71291826794551
11,agriculture,2021-01-30,9.48539708618828
11,agriculture,2021-01-31,9.28900748303383
11,agriculture,2021-02-01,9.11951595318366
11,agriculture,2021-02-02,8.97516972779188
11,agriculture,2021-02-03,8.84937448558481
11,agriculture,2021-02-04,8.74191368195583
11,agriculture,2021-02-05,8.64832899043838
11,agriculture,2021-02-06,8.56575283595341
11,agriculture,2021-02-07,8.49006817058059
11,agriculture,2021-02-08,8.41860753491859
11,agriculture,2021-02-09,8.35044156613623
11,agriculture,2021-02-10,8.28311759872393
11,agriculture,2021-02-11,8.21656251802689
11,agriculture,2021-02-12,8.14931699471587
11,agriculture,2021-02-13,8.08121768845123
11,agriculture,2021-02-14,8.01311095024942
11,agriculture,2021-02-15,7.94382232491262
11,agriculture,2021-02-16,7.87182733703609
11,agriculture,2021-02-17,7.79667196652594
11,agriculture,2021-02-18,7.72045797219418
11,agriculture,2021-02-19,7.6416185733762
11,agriculture,2021-02-20,7.5587492960722
11,agriculture,2021-02-21,7.39917284979585
11,agriculture,2021-02-22,7.25487086823873
11,agriculture,2021-02-23,7.05871807034246
11,agriculture,2021-02-24,6.82594178185142
11,agriculture,2021-02-25,6.59549227999598
11,agriculture,2021-02-26,6.37699295347563
11,agriculture,2021-02-27,6.02103696249355
11,agriculture,2021-02-28,5.63488338482012
11,agriculture,2021-03-01,5.21552002893385
11,agriculture,2021-03-02,4.75353157551735
11,agriculture,2021-03-03,4.274743097039
11,agriculture,2021-03-04,3.77599944041331
11,agriculture,2021-03-05,3.25370546388327
11,agriculture,2021-03-06,2.74699038184186
11,agriculture,2021-03-07,2.29699906179606
11,agriculture,2021-03-08,1.88812067537005
11,agriculture,2021-03-09,1.54721370964896
11,agriculture,2021-03-10,1.25928372495548
21,mining,2020-01-31,0
21,mining,2020-02-01,0.00000345513559592848
21,mining,2020-02-02,0.00000837263502722015
21,mining,2020-02-03,0.0000136536616541077
21,mining,2020-02-04,0.0000187249214587965
21,mining,2020-02-05,0.0000197308454022596
21,mining,2020-02-06,0.000023134850913764
21,mining,2020-02-07,0.0000248579823987788
21,mining,2020-02-08,0.0000268330400312186
21,mining,2020-02-09,0.0000278684617938179
21,mining,2020-02-10,0.0000283988748755209
21,mining,2020-02-11,0.0000287043842817148
21,mining,2020-02-12,0.0000277140069351622
21,mining,2020-02-13,0.0000263088049747544
21,mining,2020-02-14,0.00002496024402104
21,mining,2020-02-15,0.0000230356779456694
21,mining,2020-02-16,0.0000210044818581519
21,mining,2020-02-17,0.0000191388601753702
21,mining,2020-02-18,0.0000174926031812272
21,mining,2020-02-19,0.0000161262143581488
21,mining,2020-02-20,0.0000150722741745776
21,mining,2020-02-21,0.0000143376270002558
21,mining,2020-02-22,0.000013995401287876
21,mining,2020-02-23,0.0000139933156444734
21,mining,2020-02-24,0.0000143096825029404
21,mining,2020-02-25,0.0000154273990465446
21,mining,2020-02-26,0.0000157761240297508
21,mining,2020-02-27,0.0000215192143803035
21,mining,2020-02-28,0.0000502561561880383
21,mining,2020-02-29,0.000099325733019921
21,mining,2020-03-01,0.000171837178641479
21,mining,2020-03-02,0.000277861235322132
21,mining,2020-03-03,0.000493618720751483
21,mining,2020-03-04,0.000775427720543579
21,mining,2020-03-05,0.00115746384458129
21,mining,2020-03-06,0.00169212127345449
21,mining,2020-03-07,0.0024315957625062
21,mining,2020-03-08,0.00348169566651659
21,mining,2020-03-09,0.00500100118085763
21,mining,2020-03-10,0.00689959129768802
21,mining,2020-03-11,0.00953894409748978
21,mining,2020-03-12,0.0129792678933869
21,mining,2020-03-13,0.0175967924709969
21,mining,2020-03-14,0.0238526103728874
21,mining,2020-03-15,0.0319997417270479
21,mining,2020-03-16,0.0431536904011675
21,mining,2020-03-17,0.0580642442606332
21,mining,2020-03-18,0.0773203391433327
21,mining,2020-03-19,0.102360920378664
21,mining,2020-03-20,4.60985483266085
21,mining,2020-03-21,14.7696612018677
21,mining,2020-03-22,29.591694809724
21,mining,2020-03-23,49.9194520110524
21,mining,2020-03-24,90.5529547877075
21,mining,2020-03-25,144.177470932159
21,mining,2020-03-26,208.475383676644
21,mining,2020-03-27,273.896907387787
21,mining,2020-03-28,335.787772286913
21,mining,2020-03-29,394.342114833063
21,mining,2020-03-30,447.834414425366
21,mining,2020-03-31,497.426965146681
21,mining,2020-04-01,559.469074193341
21,mining,2020-04-02,659.008471257233
21,mining,2020-04-03,745.661912019791
21,mining,2020-04-04,825.40580045942
21,mining,2020-04-05,898.807213039387
21,mining,2020-04-06,965.653607962169
21,mining,2020-04-07,1025.07140066451
21,mining,2020-04-08,1076.92532287539
21,mining,2020-04-09,1122.19343400184
21,mining,2020-04-10,1160.87109813859
21,mining,2020-04-11,1193.39133603934
21,mining,2020-04-12,1220.39876110568
21,mining,2020-04-13,1242.62161087647
21,mining,2020-04-14,1260.77546641904
21,mining,2020-04-15,1275.51530138048
21,mining,2020-04-16,1287.41335386181
21,mining,2020-04-17,1296.9706194039
21,mining,2020-04-18,1304.61524639207
21,mining,2020-04-19,1310.70589362805
21,mining,2020-04-20,1315.53933284769
21,mining,2020-04-21,1319.36136613452
21,mining,2020-04-22,1322.37370729695
21,mining,2020-04-23,1324.74119349109
21,mining,2020-04-24,1326.59714644274
21,mining,2020-04-25,1328.04895342198
21,mining,2020-04-26,1329.18254006917
21,mining,2020-04-27,1330.06598774044
21,mining,2020-04-28,1330.75349244059
21,mining,2020-04-29,1331.28793863645
21,mining,2020-04-30,1331.70279656615
21,mining,2020-05-01,1332.02482394998
21,mining,2020-05-02,1332.27469489316
21,mining,2020-05-03,1332.46858391056
21,mining,2020-05-04,1328.13985748141
21,mining,2020-05-05,1318.47443240193
21,mining,2020-05-06,1304.49365043712
21,mining,2020-05-07,1285.52734205819
21,mining,2020-05-08,1246.8283915208
21,mining,2020-05-09,1195.88989485254
21,mining,2020-05-10,1134.94104026544
21,mining,2020-05-11,1073.03765680717
21,mining,2020-05-12,1014.52048528022
21,mining,2020-05-13,959.035902651572
21,mining,2020-05-14,908.245292453631
21,mining,2020-05-15,860.975419409348
21,mining,2020-05-16,800.896330524322
21,mining,2020-05-17,702.995048723963
21,mining,2020-05-18,617.694435173759
21,mining,2020-05-19,539.059342967106
21,mining,2020-05-20,466.55978555032
21,mining,2020-05-21,400.436571190522
21,mining,2020-05-22,341.020389589825
21,mining,2020-05-23,288.523090218193
21,mining,2020-05-24,242.014805163312
21,mining,2020-05-25,201.611590245291
21,mining,2020-05-26,167.019014906447
21,mining,2020-05-27,137.730502843911
21,mining,2020-05-28,113.149503951305
21,mining,2020-05-29,92.6641648872271
21,mining,2020-05-30,75.6903299268513
21,mining,2020-05-31,61.6927643286936
21,mining,2020-06-01,50.1954706627581
21,mining,2020-06-02,40.783423261796
21,mining,2020-06-03,33.1010571777426
21,mining,2020-06-04,26.8455428072662
21,mining,2020-06-05,21.7635331078366
21,mining,2020-06-06,17.6422514150558
21,mining,2020-06-07,14.3064998679248
21,mining,2020-06-08,11.6105924546745
21,mining,2020-06-09,9.43450897531641
21,mining,2020-06-10,7.68103056338907
21,mining,2020-06-11,6.26981458133752
21,mining,2020-06-12,5.1351395864663
21,mining,2020-06-13,4.22385432904399
21,mining,2020-06-14,3.49244842832519
21,mining,2020-06-15,2.905740534717
21,mining,2020-06-16,2.43651446370342
21,mining,2020-06-17,2.06068756090485
21,mining,2020-06-18,1.76023161628401
21,mining,2020-06-19,1.52085154313473
21,mining,2020-06-20,1.32983156904785
21,mining,2020-06-21,1.17791486618446
21,mining,2020-06-22,1.05668033521732
21,mining,2020-06-23,0.961109052148317
21,mining,2020-06-24,0.885451078267001
21,mining,2020-06-25,0.82574437542269
21,mining,2020-06-26,0.779212043130287
21,mining,2020-06-27,0.742935116789339
21,mining,2020-06-28,0.715343340751092
21,mining,2020-06-29,0.693515332934002
21,mining,2020-06-30,0.676556892482679
21,mining,2020-07-01,0.663199285613882
21,mining,2020-07-02,0.65370916255038
21,mining,2020-07-03,0.646459463826817
21,mining,2020-07-04,0.640942413787097
21,mining,2020-07-05,0.636885952100659
21,mining,2020-07-06,0.633859526807357
21,mining,2020-07-07,0.632107502757167
21,mining,2020-07-08,0.63160363279702
21,mining,2020-07-09,0.631651758472101
21,mining,2020-07-10,0.632530706826611
21,mining,2020-07-11,0.633056252282735
21,mining,2020-07-12,0.634576997259832
21,mining,2020-07-13,0.635868470042723
21,mining,2020-07-14,0.636659951704141
21,mining,2020-07-15,0.637696109802298
21,mining,2020-07-16,0.638602294539997
21,mining,2020-07-17,0.639160700356426
21,mining,2020-07-18,0.639870166707051
21,mining,2020-07-19,0.640228348303645
21,mining,2020-07-20,0.641132538320639
21,mining,2020-07-21,0.642257010087746
21,mining,2020-07-22,0.643611610808012
21,mining,2020-07-23,0.644831314385998
21,mining,2020-07-24,0.645569022679848
21,mining,2020-07-25,0.646043708800734
21,mining,2020-07-26,0.64683450231889
21,mining,2020-07-27,0.647723192990224
21,mining,2020-07-28,0.648753650283985
21,mining,2020-07-29,0.649806050685942
21,mining,2020-07-30,0.650493776507087
21,mining,2020-07-31,0.650336115737114
21,mining,2020-08-01,0.64994266837204
21,mining,2020-08-02,0.649579320086643
21,mining,2020-08-03,0.649078153690156
21,mining,2020-08-04,0.649220216435071
21,mining,2020-08-05,0.649314270898596
21,mining,2020-08-06,0.649825818706366
21,mining,2020-08-07,0.65028055502043
21,mining,2020-08-08,0.65060897603859
21,mining,2020-08-09,0.651833998604435
21,mining,2020-08-10,0.653001765326391
21,mining,2020-08-11,0.654464757905634
21,mining,2020-08-12,0.655567654879745
21,mining,2020-08-13,0.657069538155042
21,mining,2020-08-14,0.659246662317561
21,mining,2020-08-15,0.661948608754819
21,mining,2020-08-16,0.664746041665943
21,mining,2020-08-17,0.667899191138828
21,mining,2020-08-18,0.671652755972789
21,mining,2020-08-19,0.675745118149144
21,mining,2020-08-20,0.680912896224794
21,mining,2020-08-21,0.687309349340164
21,mining,2020-08-22,0.694304618363487
21,mining,2020-08-23,0.701856006202248
21,mining,2020-08-24,0.710082692444373
21,mining,2020-08-25,0.718681849679064
21,mining,2020-08-26,0.728123839072861
21,mining,2020-08-27,0.738196561695119
21,mining,2020-08-28,0.748368400920021
21,mining,2020-08-29,0.758989964079384
21,mining,2020-08-30,0.77072285637785
21,mining,2020-08-31,0.78323990403217
21,mining,2020-09-01,0.796521535446675
21,mining,2020-09-02,0.81097065307548
21,mining,2020-09-03,0.825659880997637
21,mining,2020-09-04,0.840375046777707
21,mining,2020-09-05,0.855879907014542
21,mining,2020-09-06,0.872416034314427
21,mining,2020-09-07,0.889072750571379
21,mining,2020-09-08,0.907264624689314
21,mining,2020-09-09,0.9265852098501
21,mining,2020-09-10,0.94679859148305
21,mining,2020-09-11,0.967984579952749
21,mining,2020-09-12,0.989650111134709
21,mining,2020-09-13,1.01269282620263
21,mining,2020-09-14,1.03747803464359
21,mining,2020-09-15,1.06388841224948
21,mining,2020-09-16,1.09255883024123
21,mining,2020-09-17,1.12319040280111
21,mining,2020-09-18,1.15658413366153
21,mining,2020-09-19,1.19344366057673
21,mining,2020-09-20,1.23277409133576
21,mining,2020-09-21,1.27427124049747
21,mining,2020-09-22,1.31804871967252
21,mining,2020-09-23,1.36487581268712
21,mining,2020-09-24,1.41371599245151
21,mining,2020-09-25,1.46600304775712
21,mining,2020-09-26,1.52007629405137
21,mining,2020-09-27,1.57712678015602
21,mining,2020-09-28,1.63805065926503
21,mining,2020-09-29,1.70234698306422
21,mining,2020-09-30,1.77027350962161
21,mining,2020-10-01,1.84205255297643
21,mining,2020-10-02,1.91797105672214
21,mining,2020-10-03,1.99722637383132
21,mining,2020-10-04,2.0810721005299
21,mining,2020-10-05,2.1685012718345
21,mining,2020-10-06,2.26031734946649
21,mining,2020-10-07,2.35783276798055
